# <db_root>,<prot?>,<nuc?>,<short_seqs?>,<db_menu_name>,<db_long_name>,<protein_url>,<nuc_url>
Brachyspira_intermedia_PWS_A_uid158369_upstream,no,yes,yes,Brachyspira intermedia PWS A uid158369 (upstream),Upstream sequences (-1000 to +200) for <I>Brachyspira intermedia PWS A uid158369</I>.,-1000,+200
Brachyspira_murdochii_DSM_12563_uid48819_upstream,no,yes,yes,Brachyspira murdochii DSM 12563 uid48819 (upstream),Upstream sequences (-1000 to +200) for <I>Brachyspira murdochii DSM 12563 uid48819</I>.,-1000,+200
Brachyspira_pilosicoli_95_1000_uid50609_upstream,no,yes,yes,Brachyspira pilosicoli 95 1000 uid50609 (upstream),Upstream sequences (-1000 to +200) for <I>Brachyspira pilosicoli 95 1000 uid50609</I>.,-1000,+200
Bradyrhizobium_BTAi1_uid58505_upstream,no,yes,yes,Bradyrhizobium BTAi1 uid58505 (upstream),Upstream sequences (-1000 to +200) for <I>Bradyrhizobium BTAi1 uid58505</I>.,-1000,+200
Bradyrhizobium_ORS278_uid58941_upstream,no,yes,yes,Bradyrhizobium ORS278 uid58941 (upstream),Upstream sequences (-1000 to +200) for <I>Bradyrhizobium ORS278 uid58941</I>.,-1000,+200
Bradyrhizobium_ORS_278_uid58941_upstream,no,yes,yes,Bradyrhizobium ORS 278 uid58941 (upstream),Upstream sequences (-1000 to +200) for <I>Bradyrhizobium ORS 278 uid58941</I>.,-1000,+200
Bradyrhizobium_S23321_uid158167_upstream,no,yes,yes,Bradyrhizobium S23321 uid158167 (upstream),Upstream sequences (-1000 to +200) for <I>Bradyrhizobium S23321 uid158167</I>.,-1000,+200
Bradyrhizobium_japonicum_USDA_110_uid57599_upstream,no,yes,yes,Bradyrhizobium japonicum USDA 110 uid57599 (upstream),Upstream sequences (-1000 to +200) for <I>Bradyrhizobium japonicum USDA 110 uid57599</I>.,-1000,+200
Bradyrhizobium_japonicum_USDA_6_uid158851_upstream,no,yes,yes,Bradyrhizobium japonicum USDA 6 uid158851 (upstream),Upstream sequences (-1000 to +200) for <I>Bradyrhizobium japonicum USDA 6 uid158851</I>.,-1000,+200
Brevibacillus_brevis_NBRC_100599_uid59175_upstream,no,yes,yes,Brevibacillus brevis NBRC 100599 uid59175 (upstream),Upstream sequences (-1000 to +200) for <I>Brevibacillus brevis NBRC 100599 uid59175</I>.,-1000,+200
Brevundimonas_subvibrioides_ATCC_15264_uid42117_upstream,no,yes,yes,Brevundimonas subvibrioides ATCC 15264 uid42117 (upstream),Upstream sequences (-1000 to +200) for <I>Brevundimonas subvibrioides ATCC 15264 uid42117</I>.,-1000,+200
Brucella_abortus_A13334_uid83615_upstream,no,yes,yes,Brucella abortus A13334 uid83615 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella abortus A13334 uid83615</I>.,-1000,+200
Brucella_abortus_S19_uid58873_upstream,no,yes,yes,Brucella abortus S19 uid58873 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella abortus S19 uid58873</I>.,-1000,+200
Brucella_abortus_bv__1_9_941_uid58019_upstream,no,yes,yes,Brucella abortus bv  1 9 941 uid58019 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella abortus bv  1 9 941 uid58019</I>.,-1000,+200
Brucella_canis_ATCC_23365_uid59009_upstream,no,yes,yes,Brucella canis ATCC 23365 uid59009 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella canis ATCC 23365 uid59009</I>.,-1000,+200
Brucella_canis_HSK_A52141_uid83613_upstream,no,yes,yes,Brucella canis HSK A52141 uid83613 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella canis HSK A52141 uid83613</I>.,-1000,+200
Brucella_melitensis_ATCC_23457_uid59241_upstream,no,yes,yes,Brucella melitensis ATCC 23457 uid59241 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis ATCC 23457 uid59241</I>.,-1000,+200
Brucella_melitensis_COST845_upstream,no,yes,yes,Brucella melitensis COST845 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis COST845</I>.,-1000,+200
Brucella_melitensis_M28_uid158857_upstream,no,yes,yes,Brucella melitensis M28 uid158857 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis M28 uid158857</I>.,-1000,+200
Brucella_melitensis_M5_90_uid158855_upstream,no,yes,yes,Brucella melitensis M5 90 uid158855 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis M5 90 uid158855</I>.,-1000,+200
Brucella_melitensis_NI_uid158853_upstream,no,yes,yes,Brucella melitensis NI uid158853 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis NI uid158853</I>.,-1000,+200
Brucella_melitensis_biovar_Abortus_2308_uid62937_upstream,no,yes,yes,Brucella melitensis biovar Abortus 2308 uid62937 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis biovar Abortus 2308 uid62937</I>.,-1000,+200
Brucella_melitensis_biovar_Abortus_uid16203_upstream,no,yes,yes,Brucella melitensis biovar Abortus uid16203 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis biovar Abortus uid16203</I>.,-1000,+200
Brucella_melitensis_bv__1_16M_uid180_upstream,no,yes,yes,Brucella melitensis bv  1 16M uid180 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis bv  1 16M uid180</I>.,-1000,+200
Brucella_melitensis_bv__1_16M_uid57735_upstream,no,yes,yes,Brucella melitensis bv  1 16M uid57735 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella melitensis bv  1 16M uid57735</I>.,-1000,+200
Brucella_microti_CCM_4915_uid59319_upstream,no,yes,yes,Brucella microti CCM 4915 uid59319 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella microti CCM 4915 uid59319</I>.,-1000,+200
Brucella_ovis_ATCC_25840_uid58113_upstream,no,yes,yes,Brucella ovis ATCC 25840 uid58113 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella ovis ATCC 25840 uid58113</I>.,-1000,+200
Brucella_pinnipedialis_B2_94_uid71131_upstream,no,yes,yes,Brucella pinnipedialis B2 94 uid71131 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella pinnipedialis B2 94 uid71131</I>.,-1000,+200
Brucella_suis_1330_uid159871_upstream,no,yes,yes,Brucella suis 1330 uid159871 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella suis 1330 uid159871</I>.,-1000,+200
Brucella_suis_1330_uid57927_upstream,no,yes,yes,Brucella suis 1330 uid57927 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella suis 1330 uid57927</I>.,-1000,+200
Brucella_suis_ATCC_23445_uid59015_upstream,no,yes,yes,Brucella suis ATCC 23445 uid59015 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella suis ATCC 23445 uid59015</I>.,-1000,+200
Brucella_suis_VBI22_uid83617_upstream,no,yes,yes,Brucella suis VBI22 uid83617 (upstream),Upstream sequences (-1000 to +200) for <I>Brucella suis VBI22 uid83617</I>.,-1000,+200
Buchnera_aphidicola_5A__Acyrthosiphon_pisum__uid59285_upstream,no,yes,yes,Buchnera aphidicola 5A  Acyrthosiphon pisum  uid59285 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola 5A  Acyrthosiphon pisum  uid59285</I>.,-1000,+200
Buchnera_aphidicola_APS__Acyrthosiphon_pisum__uid57805_upstream,no,yes,yes,Buchnera aphidicola APS  Acyrthosiphon pisum  uid57805 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola APS  Acyrthosiphon pisum  uid57805</I>.,-1000,+200
Buchnera_aphidicola_Ak__Acyrthosiphon_kondoi__uid158533_upstream,no,yes,yes,Buchnera aphidicola Ak  Acyrthosiphon kondoi  uid158533 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola Ak  Acyrthosiphon kondoi  uid158533</I>.,-1000,+200
Buchnera_aphidicola_Bp__Baizongia_pistaciae__uid57827_upstream,no,yes,yes,Buchnera aphidicola Bp  Baizongia pistaciae  uid57827 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola Bp  Baizongia pistaciae  uid57827</I>.,-1000,+200
Buchnera_aphidicola_Cc__Cinara_cedri__uid58579_upstream,no,yes,yes,Buchnera aphidicola Cc  Cinara cedri  uid58579 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola Cc  Cinara cedri  uid58579</I>.,-1000,+200
Buchnera_aphidicola_JF98__Acyrthosiphon_pisum__uid158845_upstream,no,yes,yes,Buchnera aphidicola JF98  Acyrthosiphon pisum  uid158845 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola JF98  Acyrthosiphon pisum  uid158845</I>.,-1000,+200
Buchnera_aphidicola_JF99__Acyrthosiphon_pisum__uid158847_upstream,no,yes,yes,Buchnera aphidicola JF99  Acyrthosiphon pisum  uid158847 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola JF99  Acyrthosiphon pisum  uid158847</I>.,-1000,+200
Buchnera_aphidicola_LL01__Acyrthosiphon_pisum__uid158843_upstream,no,yes,yes,Buchnera aphidicola LL01  Acyrthosiphon pisum  uid158843 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola LL01  Acyrthosiphon pisum  uid158843</I>.,-1000,+200
Buchnera_aphidicola_Sg__Schizaphis_graminum__uid57913_upstream,no,yes,yes,Buchnera aphidicola Sg  Schizaphis graminum  uid57913 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola Sg  Schizaphis graminum  uid57913</I>.,-1000,+200
Buchnera_aphidicola_TLW03__Acyrthosiphon_pisum__uid158849_upstream,no,yes,yes,Buchnera aphidicola TLW03  Acyrthosiphon pisum  uid158849 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola TLW03  Acyrthosiphon pisum  uid158849</I>.,-1000,+200
Buchnera_aphidicola_Tuc7__Acyrthosiphon_pisum__uid59283_upstream,no,yes,yes,Buchnera aphidicola Tuc7  Acyrthosiphon pisum  uid59283 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola Tuc7  Acyrthosiphon pisum  uid59283</I>.,-1000,+200
Buchnera_aphidicola_Ua__Uroleucon_ambrosiae__uid158535_upstream,no,yes,yes,Buchnera aphidicola Ua  Uroleucon ambrosiae  uid158535 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola Ua  Uroleucon ambrosiae  uid158535</I>.,-1000,+200
Buchnera_aphidicola__Cinara_tujafilina__uid68101_upstream,no,yes,yes,Buchnera aphidicola  Cinara tujafilina  uid68101 (upstream),Upstream sequences (-1000 to +200) for <I>Buchnera aphidicola  Cinara tujafilina  uid68101</I>.,-1000,+200
Burkholderia_383_uid58073_upstream,no,yes,yes,Burkholderia 383 uid58073 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia 383 uid58073</I>.,-1000,+200
Burkholderia_CCGE1001_uid42975_upstream,no,yes,yes,Burkholderia CCGE1001 uid42975 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia CCGE1001 uid42975</I>.,-1000,+200
Burkholderia_CCGE1002_uid42523_upstream,no,yes,yes,Burkholderia CCGE1002 uid42523 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia CCGE1002 uid42523</I>.,-1000,+200
Burkholderia_CCGE1003_uid46253_upstream,no,yes,yes,Burkholderia CCGE1003 uid46253 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia CCGE1003 uid46253</I>.,-1000,+200
Burkholderia_JV3_uid72473_upstream,no,yes,yes,Burkholderia JV3 uid72473 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia JV3 uid72473</I>.,-1000,+200
Burkholderia_YI23_uid81081_upstream,no,yes,yes,Burkholderia YI23 uid81081 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia YI23 uid81081</I>.,-1000,+200
Burkholderia_ambifaria_AMMD_uid58303_upstream,no,yes,yes,Burkholderia ambifaria AMMD uid58303 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia ambifaria AMMD uid58303</I>.,-1000,+200
Burkholderia_ambifaria_MC40_6_uid58701_upstream,no,yes,yes,Burkholderia ambifaria MC40 6 uid58701 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia ambifaria MC40 6 uid58701</I>.,-1000,+200
Burkholderia_ambifaria_phage_BcepF1_upstream,no,yes,yes,Burkholderia ambifaria phage BcepF1 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia ambifaria phage BcepF1</I>.,-1000,+200
Burkholderia_cenocepacia_AU_1054_uid58371_upstream,no,yes,yes,Burkholderia cenocepacia AU 1054 uid58371 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia cenocepacia AU 1054 uid58371</I>.,-1000,+200
Burkholderia_cenocepacia_HI2424_uid58369_upstream,no,yes,yes,Burkholderia cenocepacia HI2424 uid58369 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia cenocepacia HI2424 uid58369</I>.,-1000,+200
Burkholderia_cenocepacia_J2315_uid57953_upstream,no,yes,yes,Burkholderia cenocepacia J2315 uid57953 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia cenocepacia J2315 uid57953</I>.,-1000,+200
Burkholderia_cenocepacia_MC0_3_uid58769_upstream,no,yes,yes,Burkholderia cenocepacia MC0 3 uid58769 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia cenocepacia MC0 3 uid58769</I>.,-1000,+200
Burkholderia_gladioli_BSR3_uid66301_upstream,no,yes,yes,Burkholderia gladioli BSR3 uid66301 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia gladioli BSR3 uid66301</I>.,-1000,+200
Burkholderia_glumae_BGR1_uid59397_upstream,no,yes,yes,Burkholderia glumae BGR1 uid59397 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia glumae BGR1 uid59397</I>.,-1000,+200
Burkholderia_mallei_ATCC_23344_uid57725_upstream,no,yes,yes,Burkholderia mallei ATCC 23344 uid57725 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia mallei ATCC 23344 uid57725</I>.,-1000,+200
Burkholderia_mallei_NCTC_10229_uid58383_upstream,no,yes,yes,Burkholderia mallei NCTC 10229 uid58383 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia mallei NCTC 10229 uid58383</I>.,-1000,+200
Burkholderia_mallei_NCTC_10247_uid58385_upstream,no,yes,yes,Burkholderia mallei NCTC 10247 uid58385 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia mallei NCTC 10247 uid58385</I>.,-1000,+200
Burkholderia_mallei_SAVP1_uid58387_upstream,no,yes,yes,Burkholderia mallei SAVP1 uid58387 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia mallei SAVP1 uid58387</I>.,-1000,+200
Burkholderia_multivorans_ATCC_17616_uid58697_upstream,no,yes,yes,Burkholderia multivorans ATCC 17616 uid58697 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia multivorans ATCC 17616 uid58697</I>.,-1000,+200
Burkholderia_multivorans_ATCC_17616_uid58909_upstream,no,yes,yes,Burkholderia multivorans ATCC 17616 uid58909 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia multivorans ATCC 17616 uid58909</I>.,-1000,+200
Burkholderia_phage_Bcep1_upstream,no,yes,yes,Burkholderia phage Bcep1 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage Bcep1</I>.,-1000,+200
Burkholderia_phage_Bcep176_upstream,no,yes,yes,Burkholderia phage Bcep176 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage Bcep176</I>.,-1000,+200
Burkholderia_phage_Bcep22_upstream,no,yes,yes,Burkholderia phage Bcep22 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage Bcep22</I>.,-1000,+200
Burkholderia_phage_Bcep43_upstream,no,yes,yes,Burkholderia phage Bcep43 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage Bcep43</I>.,-1000,+200
Burkholderia_phage_Bcep781_upstream,no,yes,yes,Burkholderia phage Bcep781 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage Bcep781</I>.,-1000,+200
Burkholderia_phage_BcepB1A_upstream,no,yes,yes,Burkholderia phage BcepB1A (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage BcepB1A</I>.,-1000,+200
Burkholderia_phage_BcepC6B_upstream,no,yes,yes,Burkholderia phage BcepC6B (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage BcepC6B</I>.,-1000,+200
Burkholderia_phage_BcepGomr_upstream,no,yes,yes,Burkholderia phage BcepGomr (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage BcepGomr</I>.,-1000,+200
Burkholderia_phage_BcepMu_upstream,no,yes,yes,Burkholderia phage BcepMu (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage BcepMu</I>.,-1000,+200
Burkholderia_phage_BcepNY3_upstream,no,yes,yes,Burkholderia phage BcepNY3 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage BcepNY3</I>.,-1000,+200
Burkholderia_phage_BcepNazgul_upstream,no,yes,yes,Burkholderia phage BcepNazgul (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage BcepNazgul</I>.,-1000,+200
Burkholderia_phage_phi1026b_upstream,no,yes,yes,Burkholderia phage phi1026b (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage phi1026b</I>.,-1000,+200
Burkholderia_phage_phi52237_upstream,no,yes,yes,Burkholderia phage phi52237 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage phi52237</I>.,-1000,+200
Burkholderia_phage_phi644_2_upstream,no,yes,yes,Burkholderia phage phi644 2 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage phi644 2</I>.,-1000,+200
Burkholderia_phage_phiE125_upstream,no,yes,yes,Burkholderia phage phiE125 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage phiE125</I>.,-1000,+200
Burkholderia_phage_phiE12_2_upstream,no,yes,yes,Burkholderia phage phiE12 2 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage phiE12 2</I>.,-1000,+200
Burkholderia_phage_phiE202_upstream,no,yes,yes,Burkholderia phage phiE202 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage phiE202</I>.,-1000,+200
Burkholderia_phage_phiE255_upstream,no,yes,yes,Burkholderia phage phiE255 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phage phiE255</I>.,-1000,+200
Burkholderia_phymatum_STM815_uid58699_upstream,no,yes,yes,Burkholderia phymatum STM815 uid58699 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phymatum STM815 uid58699</I>.,-1000,+200
Burkholderia_phytofirmans_PsJN_uid58729_upstream,no,yes,yes,Burkholderia phytofirmans PsJN uid58729 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia phytofirmans PsJN uid58729</I>.,-1000,+200
Burkholderia_pseudomallei_1106a_uid58515_upstream,no,yes,yes,Burkholderia pseudomallei 1106a uid58515 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia pseudomallei 1106a uid58515</I>.,-1000,+200
Burkholderia_pseudomallei_1710b_uid58391_upstream,no,yes,yes,Burkholderia pseudomallei 1710b uid58391 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia pseudomallei 1710b uid58391</I>.,-1000,+200
Burkholderia_pseudomallei_668_uid58389_upstream,no,yes,yes,Burkholderia pseudomallei 668 uid58389 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia pseudomallei 668 uid58389</I>.,-1000,+200
Burkholderia_pseudomallei_K96243_uid57733_upstream,no,yes,yes,Burkholderia pseudomallei K96243 uid57733 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia pseudomallei K96243 uid57733</I>.,-1000,+200
Burkholderia_pseudomallei_MSHR346_uid29855_upstream,no,yes,yes,Burkholderia pseudomallei MSHR346 uid29855 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia pseudomallei MSHR346 uid29855</I>.,-1000,+200
Burkholderia_rhizoxinica_HKI_454_uid60487_upstream,no,yes,yes,Burkholderia rhizoxinica HKI 454 uid60487 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia rhizoxinica HKI 454 uid60487</I>.,-1000,+200
Burkholderia_thailandensis_E264_uid58081_upstream,no,yes,yes,Burkholderia thailandensis E264 uid58081 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia thailandensis E264 uid58081</I>.,-1000,+200
Burkholderia_vietnamiensis_G4_uid58075_upstream,no,yes,yes,Burkholderia vietnamiensis G4 uid58075 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia vietnamiensis G4 uid58075</I>.,-1000,+200
Burkholderia_xenovorans_LB400_uid57823_upstream,no,yes,yes,Burkholderia xenovorans LB400 uid57823 (upstream),Upstream sequences (-1000 to +200) for <I>Burkholderia xenovorans LB400 uid57823</I>.,-1000,+200
Butyrivibrio_proteoclasticus_B316_uid51489_upstream,no,yes,yes,Butyrivibrio proteoclasticus B316 uid51489 (upstream),Upstream sequences (-1000 to +200) for <I>Butyrivibrio proteoclasticus B316 uid51489</I>.,-1000,+200
Caenorhabditis_elegans_EnsEMBL_upstream,no,yes,yes,Caenorhabditis elegans EnsEMBL (upstream),Upstream sequences (-1000 to +200) for <I>Caenorhabditis elegans EnsEMBL</I>.,-1000,+200
Caldicellulosiruptor_bescii_DSM_6725_uid59201_upstream,no,yes,yes,Caldicellulosiruptor bescii DSM 6725 uid59201 (upstream),Upstream sequences (-1000 to +200) for <I>Caldicellulosiruptor bescii DSM 6725 uid59201</I>.,-1000,+200
Caldicellulosiruptor_hydrothermalis_108_uid60157_upstream,no,yes,yes,Caldicellulosiruptor hydrothermalis 108 uid60157 (upstream),Upstream sequences (-1000 to +200) for <I>Caldicellulosiruptor hydrothermalis 108 uid60157</I>.,-1000,+200
